id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,google_product_category,sale_price,additional_image_link,size,color,gender,material,header_image_link
ACO_KCG8433BM,KitchenAid Burr Coffee Grinder in Black Matte,KitchenAid Burr Coffee Grinder in Black Matte,in stock,new,239.99 USD,https://store.flexshopper.com/kitchenaid-burr-coffee-grinder-in-black-matte-acokcg8433bm,http://localhost:3000/resized/ACO_KCG8433BM.jpg,Flexshopper,10000,42,7.15 USD,https://store.flexshopper.com/media/catalog/product/k/c/kcg8433bm.jpg,,,,2c586ff7a8ee1eb6068b86eac4fdeff7,https://store.flexshopper.com/media/catalog/product/k/c/kcg8433bm.jpg
ACO_KF5650BK,Braun - PureFlavor 14-Cup Coffee Maker,Braun - PureFlavor 14-Cup Coffee Maker,in stock,new,89.99 USD,https://store.flexshopper.com/braun-pureflavor-14-cup-coffee-maker-acokf5650bk,http://localhost:3000/resized/ACO_KF5650BK.jpg,Flexshopper,10000,42,2.68 USD,https://store.flexshopper.com/media/catalog/product/9/f/9f76253adf3070c3e7c78962698839c9.jpg,,,,16b99e6e72da211afa2c7fec1df99aae,https://store.flexshopper.com/media/catalog/product/9/f/9f76253adf3070c3e7c78962698839c9.jpg
ACO_KF7000BK,Braun - BrewSense 12-Cup Drip Coffee Maker in Black,Braun - BrewSense 12-Cup Drip Coffee Maker in Black,in stock,new,99.99 USD,https://store.flexshopper.com/braun-brewsense-12-cup-drip-coffee-maker-in-black-acokf7000bk,http://localhost:3000/resized/ACO_KF7000BK.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/c/2/c2361b182c7c6cd07a75781c386d3b36.jpg,,,,87311bd0253fa09c74837b767ff4ce3b,https://store.flexshopper.com/media/catalog/product/c/2/c2361b182c7c6cd07a75781c386d3b36.jpg
ACO_KF9150WH,Braun - MultiServe 10-Cup SCA Certified Coffee Maker with Internal Water Spout and Glass Carafe in White,Braun - MultiServe 10-Cup SCA Certified Coffee Maker with Internal Water Spout and Glass Carafe in White,in stock,new,233.95 USD,https://store.flexshopper.com/braun-multiserve-10-cup-sca-certified-coffee-maker-with-internal-water-spout-and-glass-carafe-in-white-acokf9150wh,http://localhost:3000/resized/ACO_KF9150WH.jpg,Flexshopper,10000,42,6.97 USD,https://store.flexshopper.com/media/catalog/product/c/c/cc9b01ba26d649a9e0562e6250d97ae3.jpg,,,,a5390ed933b2c2dbd5d2aabd272ba1b8,https://store.flexshopper.com/media/catalog/product/c/c/cc9b01ba26d649a9e0562e6250d97ae3.jpg
ACO_KFC0516OB,KitchenAid 5-Cup Food Chopper with Multi-Purpose Blade and Whisk Accessory  Onyx Black,KitchenAid 5-Cup Food Chopper with Multi-Purpose Blade and Whisk Accessory  Onyx Black,in stock,new,79.99 USD,https://store.flexshopper.com/kitchenaid-5-cup-food-chopper-with-multi-purpose-blade-and-whisk-accessory-onyx-black-acokfc0516ob,http://localhost:3000/resized/ACO_KFC0516OB.jpg,Flexshopper,10000,42,2.38 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfc0516ob.jpg,,,,976a3df2eb74e32d76e86eecde23ad23,https://store.flexshopper.com/media/catalog/product/k/f/kfc0516ob.jpg
ACO_KFC0516WH,KitchenAid 5-Cup Food Chopper with Multi-Purpose Blade and Whisk Accessory  White,KitchenAid 5-Cup Food Chopper with Multi-Purpose Blade and Whisk Accessory  White,in stock,new,79.99 USD,https://store.flexshopper.com/kitchenaid-5-cup-food-chopper-with-multi-purpose-blade-and-whisk-accessory-white-acokfc0516wh,http://localhost:3000/resized/ACO_KFC0516WH.jpg,Flexshopper,10000,42,2.38 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfc0516wh.jpg,,,,80fe379ee8adc8bf3d4281b04175e10e,https://store.flexshopper.com/media/catalog/product/k/f/kfc0516wh.jpg
ACO_KFC3516WH,KitchenAid 3.5-Cup Mini Food Processor in White,KitchenAid 3.5-Cup Mini Food Processor in White,in stock,new,69.99 USD,https://store.flexshopper.com/kitchenaid-35-cup-mini-food-processor-in-white-acokfc3516wh,http://localhost:3000/resized/ACO_KFC3516WH.jpg,Flexshopper,10000,42,2.09 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfc3516wh.jpg,,,,d9b3140bd04e7318df8a67a46d419943,https://store.flexshopper.com/media/catalog/product/k/f/kfc3516wh.jpg
ACO_KFE5T,KitchenAid Flex Edge Beater for 4.5 and 5 Qt. Tilt-Head Stand Mixers,KitchenAid Flex Edge Beater for 4.5 and 5 Qt. Tilt-Head Stand Mixers,in stock,new,49.99 USD,https://store.flexshopper.com/kitchenaid-flex-edge-beater-for-45-and-5-qt-tilt-head-stand-mixers-acokfe5t,http://localhost:3000/resized/ACO_KFE5T.jpg,Flexshopper,10000,42,1.49 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfe5t.jpg,,,,e66b32aeae24dd8def6c52e4700a152f,https://store.flexshopper.com/media/catalog/product/k/f/kfe5t.jpg
ACO_KFP0718ER,KitchenAid Easy Store 7-Cup Food Processor in Empire Red,KitchenAid Easy Store 7-Cup Food Processor in Empire Red,in stock,new,99.99 USD,https://store.flexshopper.com/kitchenaid-easy-store-7-cup-food-processor-in-empire-red-acokfp0718er,http://localhost:3000/resized/ACO_KFP0718ER.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfp0718er.jpg,,,,218e87b6f47fe8dd906d164f70c33831,https://store.flexshopper.com/media/catalog/product/k/f/kfp0718er.jpg
ACO_KFP0718WH,KitchenAid Easy Store 7-Cup Food Processor in White,KitchenAid Easy Store 7-Cup Food Processor in White,in stock,new,99.99 USD,https://store.flexshopper.com/kitchenaid-easy-store-7-cup-food-processor-in-white-acokfp0718wh,http://localhost:3000/resized/ACO_KFP0718WH.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfp0718wh.jpg,,,,34fae5fa075d520aef07c1493a909469,https://store.flexshopper.com/media/catalog/product/k/f/kfp0718wh.jpg
ACO_KFP0921BM,KitchenAid 9-Cup Food Processor in Black Matte,KitchenAid 9-Cup Food Processor in Black Matte,in stock,new,159.99 USD,https://store.flexshopper.com/kitchenaid-9-cup-food-processor-in-black-matte-acokfp0921bm,http://localhost:3000/resized/ACO_KFP0921BM.jpg,Flexshopper,10000,42,4.77 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfp0921bm.jpg,,,,96fd2dce169c43f3c14cdcacb4dae3f4,https://store.flexshopper.com/media/catalog/product/k/f/kfp0921bm.jpg
ACO_KFP0921CU,KitchenAid 9-Cup Food Processor in Contour Silver,KitchenAid 9-Cup Food Processor in Contour Silver,in stock,new,159.99 USD,https://store.flexshopper.com/kitchenaid-9-cup-food-processor-in-contour-silver-acokfp0921cu,http://localhost:3000/resized/ACO_KFP0921CU.jpg,Flexshopper,10000,42,4.77 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfp0921cu.jpg,,,,df6d4ac412659fbe4f4eb5aaf3b94723,https://store.flexshopper.com/media/catalog/product/k/f/kfp0921cu.jpg
ACO_KFP1318WH,KitchenAid 13-Cup Food Processor with Work Bowl in White,KitchenAid 13-Cup Food Processor with Work Bowl in White,in stock,new,199.99 USD,https://store.flexshopper.com/kitchenaid-13-cup-food-processor-with-work-bowl-in-white-acokfp1318wh,http://localhost:3000/resized/ACO_KFP1318WH.jpg,Flexshopper,10000,42,5.96 USD,https://store.flexshopper.com/media/catalog/product/k/f/kfp1318wh.jpg,,,,369ed0b5fb5d9ad09d75c6769088f637,https://store.flexshopper.com/media/catalog/product/k/f/kfp1318wh.jpg
ACO_KHBV53BM,KitchenAid Corded Variable-Speed Immersion Blender in Black Matte with Blending Jar,KitchenAid Corded Variable-Speed Immersion Blender in Black Matte with Blending Jar,in stock,new,69.99 USD,https://store.flexshopper.com/kitchenaid-corded-variable-speed-immersion-blender-in-black-matte-with-blending-jar-acokhbv53bm,http://localhost:3000/resized/ACO_KHBV53BM.jpg,Flexshopper,10000,42,2.09 USD,https://store.flexshopper.com/media/catalog/product/k/h/khbv53bm.jpg,,,,855ba0e26f36a1848838fc4092e25088,https://store.flexshopper.com/media/catalog/product/k/h/khbv53bm.jpg
ACO_KHM512IC,KitchenAid Ultra Power 5-Speed Hand Mixer in Ice Blue,KitchenAid Ultra Power 5-Speed Hand Mixer in Ice Blue,in stock,new,69.99 USD,https://store.flexshopper.com/kitchenaid-ultra-power-5-speed-hand-mixer-in-ice-blue-acokhm512ic,http://localhost:3000/resized/ACO_KHM512IC.jpg,Flexshopper,10000,42,2.09 USD,https://store.flexshopper.com/media/catalog/product/k/h/khm512ic.jpg,,,,e9b45e196b826af2c01ad7f384c3ee01,https://store.flexshopper.com/media/catalog/product/k/h/khm512ic.jpg
ACO_KHM512OB,KitchenAid Ultra Power 5-Speed Hand Mixer in Onyx Black,KitchenAid Ultra Power 5-Speed Hand Mixer in Onyx Black,in stock,new,69.99 USD,https://store.flexshopper.com/kitchenaid-ultra-power-5-speed-hand-mixer-in-onyx-black-acokhm512ob,http://localhost:3000/resized/ACO_KHM512OB.jpg,Flexshopper,10000,42,2.09 USD,https://store.flexshopper.com/media/catalog/product/k/h/khm512ob.jpg,,,,8bb3337d7f60abbe4bba43d6a238534b,https://store.flexshopper.com/media/catalog/product/k/h/khm512ob.jpg
ACO_KHM7210CU,KitchenAid 7-Speed Hand Mixer with Turbo Beaters II in Contour Silver,KitchenAid 7-Speed Hand Mixer with Turbo Beaters II in Contour Silver,in stock,new,99.99 USD,https://store.flexshopper.com/kitchenaid-7-speed-hand-mixer-with-turbo-beaters-ii-in-contour-silver-acokhm7210cu,http://localhost:3000/resized/ACO_KHM7210CU.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/k/h/khm7210cu.jpg,,,,538ff6b35e651711b4d9bfa0bbae85ed,https://store.flexshopper.com/media/catalog/product/k/h/khm7210cu.jpg
ACO_KHM7210OB,KitchenAid 7-Speed Hand Mixer with Turbo Beaters II in Onyx Black,KitchenAid 7-Speed Hand Mixer with Turbo Beaters II in Onyx Black,in stock,new,99.99 USD,https://store.flexshopper.com/kitchenaid-7-speed-hand-mixer-with-turbo-beaters-ii-in-onyx-black-acokhm7210ob,http://localhost:3000/resized/ACO_KHM7210OB.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/k/h/khm7210ob.jpg,,,,5e9a587c2df7233783ced5e31bb77d01,https://store.flexshopper.com/media/catalog/product/k/h/khm7210ob.jpg
ACO_KMT2115CU,KitchenAid 2-Slice Toaster with Illuminated Button in Contour Silver,KitchenAid 2-Slice Toaster with Illuminated Button in Contour Silver,in stock,new,69.99 USD,https://store.flexshopper.com/kitchenaid-2-slice-toaster-with-illuminated-button-in-contour-silver-acokmt2115cu,http://localhost:3000/resized/ACO_KMT2115CU.jpg,Flexshopper,10000,42,2.09 USD,https://store.flexshopper.com/media/catalog/product/k/m/kmt2115cu.jpg,,,,3989b76bf86b3169ce68a414b79c6428,https://store.flexshopper.com/media/catalog/product/k/m/kmt2115cu.jpg
ACO_KMT4115OB,KitchenAid 4-Slice Toaster with Illuminated Buttons in Onyx Black,KitchenAid 4-Slice Toaster with Illuminated Buttons in Onyx Black,in stock,new,89.99 USD,https://store.flexshopper.com/kitchenaid-4-slice-toaster-with-illuminated-buttons-in-onyx-black-acokmt4115ob,http://localhost:3000/resized/ACO_KMT4115OB.jpg,Flexshopper,10000,42,2.68 USD,https://store.flexshopper.com/media/catalog/product/k/m/kmt4115ob.jpg,,,,8af38403ebc41c8fc210dd93edb64c45,https://store.flexshopper.com/media/catalog/product/k/m/kmt4115ob.jpg
ACO_KMT4115SX,KitchenAid 4-Slice Toaster with Manual High-Lift Lever,KitchenAid 4-Slice Toaster with Manual High-Lift Lever,in stock,new,89.99 USD,https://store.flexshopper.com/kitchenaid-4-slice-toaster-with-manual-high-lift-lever-acokmt4115sx,http://localhost:3000/resized/ACO_KMT4115SX.jpg,Flexshopper,10000,42,2.68 USD,https://store.flexshopper.com/media/catalog/product/k/m/kmt4115sx.jpg,,,,191e149d42885b26087b2b19eebb98c3,https://store.flexshopper.com/media/catalog/product/k/m/kmt4115sx.jpg
ACO_KSM150PSAC,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Almond Cream,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Almond Cream,in stock,new,529.99 USD,https://store.flexshopper.com/kitchenaid-artisan-series-325-watt-tilt-back-head-stand-mixer-in-almond-cream-acoksm150psac,http://localhost:3000/resized/ACO_KSM150PSAC.jpg,Flexshopper,10000,42,15.8 USD,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psac.jpg,,,,3db7a8cb1da9ba66b1a1164cdd6447ef,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psac.jpg
ACO_KSM150PSBK,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Imperial Black,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Imperial Black,in stock,new,529.99 USD,https://store.flexshopper.com/kitchenaid-artisan-series-325-watt-tilt-back-head-stand-mixer-in-imperial-black-acoksm150psbk,http://localhost:3000/resized/ACO_KSM150PSBK.jpg,Flexshopper,10000,42,15.8 USD,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psbk.jpg,,,,e8aca7a0145d18f41dc5df4cb9afc18a,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psbk.jpg
ACO_KSM150PSDR,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Matte Dried Rose,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Matte Dried Rose,in stock,new,529.99 USD,https://store.flexshopper.com/kitchenaid-artisan-series-325-watt-tilt-back-head-stand-mixer-in-matte-dried-rose-acoksm150psdr,http://localhost:3000/resized/ACO_KSM150PSDR.jpg,Flexshopper,10000,42,15.8 USD,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psdr.jpg,,,,6aca31f993a8052ad75bde4963b8645e,https://store.flexshopper.com/media/catalog/product/k/s/ksm150psdr.jpg
ACO_KSM150PSER,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Empire Red,KitchenAid Artisan Series 325-Watt Tilt-Back Head Stand Mixer in Empire Red,in stock,new,529.99 USD,https://store.flexshopper.com/kitchenaid-artisan-series-325-watt-tilt-back-head-stand-mixer-in-empire-red-acoksm150pser,http://localhost:3000/resized/ACO_KSM150PSER.jpg,Flexshopper,10000,42,15.8 USD,https://store.flexshopper.com/media/catalog/product/k/s/ksm150pser.jpg,,,,fbd6843c2eecbdee3a7ff956db0e2b27,https://store.flexshopper.com/media/catalog/product/k/s/ksm150pser.jpg
